x,y
60.38066501480112,16.255336204574515
59.424985671116104,79.47631395648476
66.87952969872433,12.443163194806443
28.18619255290129,86.69241389632903
45.596695392006524,95.18699159589853
73.25987792061181,11.844085554465845
67.6393549483039,17.474476233170126
37.488179435698186,93.07941386526095
53.1784188811861,70.96674774137652
87.87109886103255,26.57340964940131
65.5229813774215,40.592117419548956
16.72621838539662,62.8963640390656
81.4292974225352,10.668649889879422
46.61766646212704,77.05335457765352
69.85158085578506,11.53749163702871
71.9646772440523,11.492651019093923
94.65151776953668,57.247400589691104
63.44440951573239,58.26222964252331
50.45406108995742,15.380182329489504
82.27882278390196,18.826263688121855
93.6776799179417,53.84976029946223
97.89098661751457,58.421485986984585
33.375956920154934,45.48084890383169
61.93190004066588,17.41274446626787
50.9506173247267,71.70945954161753
90.65794804896257,55.48134568699975
90.37780709257038,56.81814433738159
10.74369243569109,59.774300787515514
43.86602220048196,95.75483058042883
48.40444909899665,18.09199476377371
94.20728081330216,43.177782882786154
47.32297619998505,18.917950360162436
92.49737428638105,30.083261248762593
19.100244542463148,78.92948746788949
64.61375690449955,44.305369125511994
49.10863929392149,11.60487648862156
73.17849082511513,16.8170860015164
57.72220876019298,77.39335114895103
8.998574707376031,63.8555631426851
57.078747819168385,77.38708593865283
72.8450740226598,7.218322688245775
40.34564245455401,81.97428258085486
91.48142788059603,57.6787108746545
13.236080416834008,64.139452266652
61.163405131251125,49.96354184519759
57.199233700775665,81.26431147941715
67.30198160203193,39.745699102962874
67.58719940952844,49.78321622561309
78.25121052544665,10.968538700735278
61.751278085229494,50.68629677362945
46.42113635849011,82.77983060955525
10.59256135477161,77.98065835701352
32.89990681505678,88.98035284457279
76.79704947306632,17.790669619365833
11.933835998900962,67.11020274928107
55.89637206418891,77.1721218064764
28.2649355576153,86.55596640831178
62.03915186300866,47.24924407560212
7.9707076906072265,61.791052561757375
48.61288912922779,87.28469432629188
92.6586568795489,54.738103114871734
32.237667334516146,50.81603948544894
46.035134331708946,21.76703886680466
92.44697803357683,44.09549584595551
47.397749612890415,83.02636347137388
61.516315199349805,64.259101516489
92.00411306267918,34.28499043206479
56.903670834544045,65.77770433089668
10.673442671309939,41.772476015749895
72.50549382237308,12.715547325632409
61.16363210120648,10.28471488367235
56.669413319563574,14.250350483741334
35.46565817133717,45.99301827023675
